"Time_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
        219,          19,       -9.50825047,      -7.335111163,      -6.975562087,      -4.025461816,      -6.667819773,      0.9329898399,      0.4388920187,      0.8288833623,                 0,                 0,                 0,     0.09018640727,      0.1773724832,      0.9209847091,                 0,       1.888581535,      0.9539023128,      -2.689516356,      -3.608279945,      -3.148646592,      -2.607748679,      -5.051286827,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        220,          19,      -9.386378038,      -7.239024592,      -6.859048917,      -3.904413191,      -6.613499027,      0.9329898399,      0.4381813167,      0.8254293949,                 0,                 0,                 0,     0.08966802826,      0.1777026778,      0.9174738746,                 0,       1.883762186,      0.9528945634,       -2.55363157,      -3.509095869,      -3.026877254,      -2.475479136,      -5.001054883,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        221,          19,      -9.246548654,      -7.114666662,      -6.719200608,      -3.765283569,      -6.536314745,      0.9329898399,      0.4373095406,       0.822001245,                 0,                 0,                 0,     0.08910674895,      0.1778712883,      0.9139406359,                 0,        1.87967828,      0.9528886774,      -2.397486905,      -3.383330745,      -2.882810883,      -2.322466816,      -4.929476172,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        222,          19,      -9.120960056,       -7.00150879,      -6.600800816,      -3.639657706,      -6.517964863,      0.9329898399,      0.4362258357,      0.8185938004,                 0,                 0,                 0,     0.08848936751,      0.1778311765,      0.9103652357,                 0,       1.876536723,      0.9528846962,      -2.259005657,      -3.270526977,      -2.761499513,       -2.18739746,      -4.918163171,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        223,          19,      -9.071772983,      -6.953173736,      -6.554994573,      -3.590333065,      -6.503390962,      0.9329898399,       0.434945823,      0.8152321578,                 0,                 0,                 0,     0.08782768498,      0.1775899434,      0.9067762414,                 0,       1.874330353,      0.9518826568,      -2.198160914,       -3.22542463,        -2.7142793,      -2.131241324,      -4.912323471,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        224,          19,      -9.108204417,      -6.987784392,      -6.595434546,      -3.626631112,      -6.561716854,      0.9329898399,      0.4334486609,      0.8118412231,                 0,                 0,                 0,     0.08713428065,      0.1771496135,      0.9030957467,                 0,       1.872981269,      0.9528824846,      -2.224069248,      -3.268092392,       -2.75499981,      -2.165477192,      -4.980722906,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        225,          19,      -9.207093878,      -7.083497025,      -6.699843793,       -3.72537346,      -6.650815488,      0.9329898399,      0.4317509436,      0.8084326661,                 0,                 0,                 0,     0.08643640846,      0.1765226441,      0.8993397628,                 0,       1.872451417,      0.9528842598,      -2.318857544,      -3.376051717,      -2.861409133,      -2.272892873,      -5.080862711,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        226,          19,      -9.394983519,      -7.265499621,      -6.892133745,      -3.912410735,      -6.797863559,      0.9329898399,      0.4299149403,      0.8050940164,                 0,                 0,                 0,     0.08572783699,       0.175742992,      0.8956102008,                 0,       1.872682107,      0.9528879512,      -2.506677909,      -3.573189386,      -3.057338289,      -2.472759766,      -5.239942764,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        227,          19,      -9.660549508,      -7.556614687,      -7.151663087,      -4.179691561,      -6.790275611,      0.9329898399,      0.4279519298,      0.8017271719,                 0,                 0,                 0,     0.08499747205,      0.1748501258,      0.8918165428,                 0,       1.873404736,      0.9538935228,      -2.767202762,       -3.88079295,      -3.321586632,      -2.745429579,      -5.244480146,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        228,          18,      -9.949958751,      -7.802637613,      -7.446402873,      -4.468272907,      -7.354860891,      0.9329898399,      0.4257722519,       0.798181421,                 0,                 0,                 0,     0.08418897551,      0.1738023667,      0.8877884481,                 0,       1.874667542,      0.9519010563,      -3.045821215,      -4.143952866,      -3.621517521,      -3.032124926,      -5.821312796,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        229,          12,      -10.05301037,      -7.510085315,      -7.560002728,      -4.561904952,      -6.999424613,      0.9329898399,      0.4233705427,      0.7944145409,                 0,                 0,                 0,     0.08331770376,      0.1726069299,      0.8834839709,                 0,       1.876404853,      0.9519104205,      -3.143815512,      -3.868730868,      -3.740304788,      -3.130693255,      -5.478201341,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        230,          12,      -10.07234354,      -7.495253337,      -7.579304454,      -4.580116005,      -6.986847226,      0.9329898399,      0.4207286488,      0.7903944517,                 0,                 0,                 0,     0.08236403166,      0.1712558346,      0.8788671256,                 0,       1.878632353,      0.9519216345,      -3.164522029,      -3.870961624,      -3.765608968,      -3.159896612,      -5.478027709,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        231,          12,      -10.04751946,      -7.488040034,       -7.55477222,      -4.557283166,      -6.970848221,      0.9329898399,        0.41784636,      0.7861206887,                 0,                 0,                 0,     0.08132831828,      0.1697490155,       0.873937406,                 0,       1.881363018,      0.9509346991,       -3.14854274,      -3.880409205,      -3.748546776,      -3.155273111,      -5.474544725,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        232,          13,      -9.951477583,      -7.611819698,      -7.449646877,      -4.467447291,      -7.134798297,      0.9329898399,      0.4147232896,      0.7816062673,                 0,                 0,                 0,     0.08021451952,      0.1680822975,      0.8687071459,                 0,       1.884645225,       0.950949525,      -3.068662972,      -4.021820621,      -3.651474473,      -3.088154563,      -5.651056712,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        233,          18,      -9.901571193,      -7.781210889,      -7.408493532,      -4.419757578,      -7.380930442,      0.9329898399,      0.4113749858,      0.7768931924,                 0,                 0,                 0,     0.07904502555,      0.1662582684,      0.8632210606,                 0,       1.888528032,      0.9489661485,      -3.037544565,      -4.209330799,      -3.619505575,      -3.063217802,      -5.910252776,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        234,          19,      -9.818624348,      -7.691746097,      -7.322684345,      -4.336171662,       -7.28562788,      0.9329898399,      0.4078307427,      0.7720600947,                 0,                 0,                 0,     0.07783888361,      0.1642819528,        0.85756291,                 0,       1.893089495,      0.9489844421,       -2.97953903,      -4.137810415,      -3.545898011,      -3.004489747,      -5.828359303,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        235,          19,      -9.383252725,      -7.266393078,      -6.885942373,      -3.901496646,       -6.83903558,      0.9329898399,      0.4041350883,       0.767205621,                 0,                 0,                 0,     0.07662056229,      0.1621670917,      0.8518400488,                 0,       1.898389037,      0.9480044356,      -2.562735727,      -3.729127039,      -3.122985373,      -2.589541077,      -5.395379702,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        236,          19,      -9.073863456,      -6.964226739,      -6.576645643,      -3.592872664,      -6.535375964,      0.9329898399,      0.4003349207,      0.7624516781,                 0,                 0,                 0,     0.07540710592,      0.1599228918,      0.8461827692,                 0,       1.904534525,      0.9480260277,      -2.284265639,      -3.442344557,      -2.829285292,      -2.310161419,      -5.105393879,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        237,          19,      -8.933022038,      -6.816758371,      -6.434290397,      -3.452880854,      -6.392066631,      0.9329898399,      0.3964849832,      0.7578069778,                 0,                 0,                 0,     0.07422314384,      0.1575991571,      0.8406154074,                 0,        1.91131319,      0.9460492388,      -2.208444209,      -3.309834927,      -2.703275469,      -2.225640891,      -4.975548683,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        238,          19,      -8.858183243,      -6.741535213,      -6.360177511,      -3.378442318,      -6.299702083,      0.9329898399,      0.3925579905,      0.7532386487,                 0,                 0,                 0,     0.07305581404,      0.1551794056,       0.835098551,                 0,       1.918795864,      0.9460739325,      -2.176404823,      -3.250495836,      -2.643172395,      -2.186906399,      -4.896379078,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        239,          19,      -8.834745104,      -6.718492484,      -6.337391811,      -3.355292392,      -6.289519956,      0.9329898399,      0.3885268653,      0.7486957148,                 0,                 0,                 0,     0.07187386965,      0.1526526467,      0.8295755348,                 0,       1.927011441,      0.9471000674,      -2.160458366,      -3.241279546,      -2.630489664,      -2.172347759,      -4.899194903,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        240,          19,      -8.767288018,      -6.658428484,      -6.295526235,      -3.289378888,      -6.228112259,      0.9329898399,      0.3843825331,      0.7440905024,                 0,                 0,                 0,     0.07066127831,      0.1500358359,      0.8239598628,                 0,       1.935807271,      0.9461276675,      -2.098808711,      -3.193095933,       -2.59654535,      -2.113660772,      -4.850453358,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        241,          19,      -8.736262804,      -6.634133507,      -6.259795662,      -3.258982842,      -6.121040021,      0.9329898399,      0.3800977429,      0.7393268852,                 0,                 0,                 0,     0.06940240533,      0.1473310175,      0.8181516416,                 0,       1.945096752,      0.9461566111,      -2.109076659,      -3.173359142,       -2.56775882,      -2.116139378,      -4.755262206,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        242,          19,      -8.764227418,      -6.673815771,      -6.287281413,       -3.28764258,      -6.199922027,      0.9329898399,      0.3756460754,      0.7343548646,                 0,                 0,                 0,     0.06804889716,      0.1445275448,       0.812095333,                 0,       1.954911585,      0.9451868773,      -2.149071965,      -3.221647906,      -2.605240918,      -2.155785767,      -4.845126189,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        243,          19,      -8.839546792,      -6.760617792,       -6.35740281,      -3.364188065,       -6.25899414,      0.9329898399,      0.3709928066,      0.7290772198,                 0,                 0,                 0,     0.06662840819,      0.1416206357,      0.8056878121,                 0,       1.965205812,      0.9452183676,      -2.236772036,      -3.320124084,      -2.683618221,      -2.241850752,      -4.914738527,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        244,          19,      -8.891187624,      -6.811441725,      -6.407836713,      -3.414564819,      -6.287196481,      0.9329898399,      0.3661389905,      0.7234749441,                 0,                 0,                 0,     0.06514400949,      0.1386168552,      0.7989112107,                 0,       1.975957117,      0.9432511003,      -2.290723546,      -3.383944316,      -2.735450765,      -2.292007871,      -4.952825748,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        245,          19,       -9.00271742,      -6.921427943,      -6.506432199,      -3.526627499,      -6.420154217,      0.9329898399,      0.3610461544,       0.717454057,                 0,                 0,                 0,      0.0636010191,      0.1355068889,      0.7916644066,                 0,         1.9871533,      0.9422849374,      -2.400778039,      -3.505680629,      -2.834899889,      -2.400648438,       -5.09473994,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        246,          19,      -9.103926951,      -7.010919657,      -6.575733151,      -3.627277254,      -6.562659263,      0.9329898399,      0.3558409932,      0.7111763268,                 0,                 0,                 0,     0.06198187928,      0.1323645991,      0.7841391414,                 0,       1.998578973,      0.9413198299,      -2.520298246,      -3.606240208,      -2.907019936,      -2.516523621,       -5.24537592,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        247,          19,      -9.183566272,      -7.085309356,       -6.65621189,      -3.707920327,       -6.59165275,      0.9329898399,      0.3505847623,      0.7048403261,                 0,                 0,                 0,     0.06034580134,      0.1291905079,      0.7765432206,                 0,       2.010470511,       0.939355792,      -2.616311106,      -3.690329278,      -2.993862952,      -2.609215556,      -5.281686807,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        248,          19,      -9.329744727,      -7.219344742,      -6.804261909,      -3.854604555,      -6.789609212,      0.9329898399,      0.3453305214,      0.6985436369,                 0,                 0,                 0,     0.05874797354,       0.126006826,      0.7689854754,                 0,       2.022826231,       0.939392605,      -2.773825936,      -3.834029282,      -3.151346582,      -2.764822481,      -5.487327828,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        249,          19,      -9.416893825,      -7.299787461,      -6.915449181,      -3.942993293,      -6.898106851,      0.9329898399,      0.3401132902,      0.6924143917,                 0,                 0,                 0,     0.05721866131,      0.1228095809,      0.7615986784,                 0,       2.035834564,      0.9374304005,      -2.851910101,      -3.923933082,      -3.287400986,      -2.845822174,      -5.603092036,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        250,          19,      -9.525450579,      -7.437407091,      -7.032167794,      -4.054318788,      -6.978983871,      0.9329898399,      0.3349427328,      0.6864627316,                 0,                 0,                 0,     0.05573503507,      0.1196050492,      0.7543953528,                 0,       2.049492837,      0.9374689104,      -3.003095308,      -4.071658372,      -3.428842174,      -2.995202206,       -5.69065785,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        251,          13,      -9.625595087,      -7.217893877,      -7.126537773,      -4.151099348,       -6.70676092,      0.9329898399,      0.3298250369,      0.6806946948,                 0,                 0,                 0,     0.05427006665,      0.1163973831,      0.7473830823,                 0,       2.063805408,      0.9355082855,      -3.088721243,      -3.866275944,       -3.53287439,      -3.072257988,      -5.424951509,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        252,          12,      -9.652725998,      -7.036756753,      -7.194740748,      -4.164395306,      -6.590092803,      0.9329898399,      0.3247524668,        0.67509058,                 0,                 0,                 0,     0.05280059777,      0.1131849448,      0.7405407647,                 0,       2.078785072,      0.9355482324,      -3.318973794,      -3.696237528,      -3.610636896,      -3.310342043,      -5.314644385,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        253,          12,      -9.689221419,      -7.038622098,      -7.235722617,      -4.195705033,      -6.564733624,      0.9329898399,      0.3196780764,      0.6694759973,                 0,                 0,                 0,     0.05131538205,      0.1099738262,      0.7336879044,                 0,         2.0942193,      0.9335889203,      -3.305219831,      -3.691746882,      -3.669741471,      -3.295848162,      -5.296361177,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        254,          12,      -9.697754369,      -7.000022694,      -7.194843459,      -4.199675977,      -6.531855518,      0.9329898399,      0.3146111458,      0.6637772312,                 0,                 0,                 0,     0.04983446527,      0.1067944544,      0.7267567201,                 0,       2.109833806,      0.9316300871,      -3.273090403,      -3.656061422,      -3.644073584,      -3.259864407,      -5.270777713,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        255,          19,      -8.168515162,       -5.88290105,       -5.69259934,      -2.662076215,      -5.119669432,      0.9329898399,      0.3095653752,      0.6580699214,                 0,                 0,                 0,     0.04839657582,      0.1036378158,       0.719823552,                 0,       2.125786584,      0.9306717793,      -1.743472185,      -2.542441982,      -2.149671425,      -1.721229876,      -3.866014613,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        256,          19,      -7.783175997,      -5.516370527,      -5.319366407,      -2.282574612,      -4.724131647,      0.9329898399,      0.3046309796,      0.6525148456,                 0,                 0,                 0,     0.04695905209,      0.1005431769,       0.713068529,                 0,        2.14198453,       0.928713832,       -1.33126738,      -2.178927184,      -1.784119296,      -1.295625987,      -3.478386034,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        257,          19,      -8.630943048,       -6.38077325,      -6.154086669,      -3.134504633,      -5.597453666,      0.9329898399,      0.2995516441,      0.6460257404,                 0,                 0,                 0,     0.04555875364,     0.09758301493,      0.7053779128,                 0,       2.156642279,      0.9267562224,      -2.191264279,      -3.047675652,      -2.614548758,      -2.135807957,      -4.359523042,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        258,          13,      -9.624054201,      -7.099079558,      -7.128884638,      -4.140437459,      -6.579849733,      0.9329898399,      0.2944115517,       0.639508842,                 0,                 0,                 0,     0.04410095873,      0.0945728768,      0.6976429544,                 0,       2.172159476,      0.9227990039,      -3.175273945,      -3.771488589,      -3.580818644,      -3.132903824,      -5.349243121,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        259,          13,      -9.727443505,       -7.11652391,      -7.233617263,      -4.237307054,      -6.620203331,      0.9329898399,       0.289099315,      0.6323631992,                 0,                 0,                 0,     0.04261361452,     0.09158194328,      0.6892563945,                 0,        2.18735627,      0.9198419482,      -3.289088189,      -3.798099348,      -3.681035469,      -3.242696163,      -5.396687278,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        260,          13,      -9.747677906,      -7.142284627,      -7.237282771,      -4.255899901,      -6.649903304,      0.9329898399,       0.283701052,      0.6248924335,                 0,                 0,                 0,     0.04096118413,     0.08860379923,      0.6805337663,                 0,       2.202644048,      0.9178849598,      -3.317224867,      -3.835384415,      -3.680865757,      -3.274228954,      -5.433134898,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        261,          12,      -9.606417769,      -6.957259456,      -7.082109699,      -4.111894992,      -6.502149033,      0.9329898399,      0.2782920881,       0.617146898,                 0,                 0,                 0,     0.03917725591,     0.08569575677,      0.6715452459,                 0,       2.217622866,       0.915928067,      -3.204258104,      -3.664586396,      -3.526411384,      -3.158349788,      -5.292986915,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        262,          13,      -9.690130722,      -7.049383348,      -7.181391716,       -4.19748212,        -6.5704037,      0.9329898399,      0.2729231377,      0.6092731506,                 0,                 0,                 0,     0.03725974932,     0.08286346488,      0.6624458146,                 0,       2.232398307,      0.9119712333,      -3.312288863,      -3.771042247,      -3.626956234,      -3.267211454,      -5.368816417,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        263,          15,      -9.756812344,      -7.130216422,      -7.261853443,       -4.26308534,       -6.66424427,      0.9329898399,      0.2676172011,      0.6013047668,                 0,                 0,                 0,     0.03525070641,      0.0801191025,      0.6532743056,                 0,       2.246883848,      0.9080143614,      -3.379259777,      -3.865038832,      -3.712701508,      -3.335957222,      -5.469923605,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        264,          17,      -9.607795912,      -7.009082764,      -7.067957476,      -4.110862121,      -6.443206308,      0.9329898399,      0.2624036902,      0.5934226228,                 0,                 0,                 0,     0.03322905962,     0.07743791305,      0.6442122907,                 0,       2.261487338,      0.9040574167,      -3.228098727,      -3.756507817,      -3.524195088,      -3.180351412,      -5.255688062,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        265,          15,      -9.425982828,      -6.911334244,       -6.91368011,      -3.925242255,      -6.334796946,      0.9329898399,      0.2573386209,      0.5859427192,                 0,                 0,                 0,     0.03127751929,      0.0747810754,      0.6355783403,                 0,       2.276932693,      0.8991003704,      -3.046454973,      -3.669678258,      -3.362186026,      -2.992106009,      -5.153220392,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        266,          14,      -9.390701148,      -7.068692845,      -6.881934825,      -3.912173674,      -6.586705503,      0.9329898399,      0.2523745683,      0.5787864521,                 0,                 0,                 0,       0.029401071,      0.0721262183,      0.6272834196,                 0,       2.293362822,      0.8931432118,      -3.077313967,      -3.834934393,      -3.329261625,      -3.088833863,      -5.410051741,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        267,          14,      -9.367118132,      -7.103949139,      -6.863193532,      -3.890917834,       -6.60001572,      0.9329898399,      0.2475699235,      0.5720799683,                 0,                 0,                 0,     0.02771099936,     0.06949229968,      0.6194652351,                 0,       2.310781376,       0.887185873,      -3.044960976,      -3.872428679,      -3.328506185,      -3.021697152,      -5.427863455,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        268,          13,      -9.503259966,      -7.128599874,      -6.999114922,      -4.025863683,      -6.613888017,      0.9329898399,      0.2429932514,      0.5659945856,                 0,                 0,                 0,     0.02623010716,     0.06689480015,      0.6123076653,                 0,       2.329260514,      0.8802283395,      -3.128260224,      -3.898062581,      -3.477812962,      -3.106996323,      -5.446065158,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        269,          19,       -9.32302615,      -7.181066892,      -6.812664577,      -3.850754025,      -6.657858552,      0.9329898399,      0.2386050966,      0.5603460694,                 0,                 0,                 0,     0.02488674302,     0.06434985308,        0.60562299,                 0,       2.348424562,      0.8762705098,      -2.894691623,      -3.955101568,      -3.281245448,      -2.872477052,      -5.493800121,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        270,          19,      -9.248007538,      -7.087670568,      -6.737806686,      -3.774500938,      -6.588499677,      0.9329898399,      0.2343507918,      0.5549726057,                 0,                 0,                 0,     0.02363411763,     0.06185248998,      0.5992404828,                 0,       2.368127717,      0.8703124162,      -2.834955872,      -3.865335024,      -3.198242637,      -2.801804071,       -5.42697141,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        271,          19,      -9.234311124,      -7.068457681,      -6.724942101,      -3.760019133,      -6.577102868,      0.9329898399,      0.2302699155,      0.5498933552,                 0,                 0,                 0,     0.02248831702,     0.05943495773,      0.5931900386,                 0,       2.388038202,       0.865353975,      -2.864437184,      -3.847955013,      -3.190830588,      -2.824424094,       -5.41814251,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        272,          19,      -9.298305979,      -7.103445344,      -6.793655494,      -3.824015447,      -6.632542511,      0.9329898399,      0.2263589842,      0.5450616083,                 0,                 0,                 0,     0.02141445056,     0.05710758152,      0.5874259704,                 0,       2.407952175,      0.8603952298,      -2.980460275,      -3.882782442,       -3.27191024,      -2.937295334,      -5.476276633,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        273,          19,      -8.752876317,      -6.665108248,      -6.242455656,      -3.277816873,       -6.09733799,      0.9329898399,      0.2226009739,      0.5405787113,                 0,                 0,                 0,     0.02041156485,     0.05482445069,      0.5820402188,                 0,       2.428465167,      0.8574359655,      -2.410087707,      -3.446448672,      -2.733268668,      -2.369439883,      -4.943646197,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        274,          19,      -8.632603304,      -6.578558304,      -6.121812492,      -3.157508319,        -5.9713848,      0.9329898399,      0.2189502378,      0.5358921254,                 0,                 0,                 0,     0.01947698306,     0.05270345954,      0.5764910424,                 0,        2.44755215,      0.8544762431,      -2.271822787,      -3.364127761,      -2.616085261,       -2.23456408,      -4.819628268,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        275,          19,      -8.580943832,      -6.576370219,      -6.066851681,       -3.10569701,      -5.918321439,      0.9329898399,      0.2153944493,      0.5311589955,                 0,                 0,                 0,     0.01852865987,     0.05068687533,      0.5709251159,                 0,       2.465982745,      0.8465161406,      -2.213162139,      -3.366382884,      -2.564197799,      -2.170812205,      -4.767818101,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        276,          19,      -8.624076052,      -6.650006125,      -6.108203871,       -3.14919369,      -5.952895121,      0.9329898399,      0.2119064613,      0.5261565373,                 0,                 0,                 0,     0.01756493383,     0.04881387305,      0.5651214523,                 0,       2.482965993,      0.8365953093,      -2.253895194,      -3.440806256,      -2.609727813,      -2.204706888,      -4.802856881,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        277,          19,      -8.996538163,      -6.950750467,      -6.479856776,       -3.52149318,      -6.308346397,      0.9329898399,      0.2084621407,      0.5208954067,                 0,                 0,                 0,     0.01665719615,     0.04705825854,      0.5590831862,                 0,       2.498753035,       0.826634055,      -2.607907004,      -3.737928079,      -2.980821227,       -2.55689034,      -5.157943182,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        278,          19,      -9.455142447,       -7.17378659,      -6.938379582,      -3.980362023,      -6.785119459,      0.9329898399,      0.2052712411,      0.5156954662,                 0,                 0,                 0,     0.01576733413,     0.04552710159,      0.5531775297,                 0,       2.512263595,      0.8107078412,      -3.039832972,      -3.956528968,      -3.440738835,      -2.990087635,      -5.633709319,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        279,          15,      -9.501870152,       -7.14945868,      -7.002702763,      -4.026024792,      -6.810925621,      0.9329898399,      0.2022233019,      0.5108727923,                 0,                 0,                 0,     0.01495173253,     0.04402235619,      0.5476744525,                 0,        2.52628054,      0.8037450329,      -3.082042296,      -3.926199266,      -3.503793523,       -3.02942252,      -5.657806119,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
