"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,        1127,      -11.08862688,      -8.237141793,      -8.170797262,      -8.171934696,      -5.607538307
          0,           0,        1128,      -11.09770948,       -8.23786613,      -8.176355988,      -8.176430064,      -5.616580377
          0,           0,        1129,      -11.10828069,      -8.240653847,      -8.182885278,      -8.181796576,      -5.627191161
          0,           0,        1130,      -11.12026183,      -8.245570485,      -8.190393235,      -8.188074972,      -5.639292403
          0,           0,        1131,      -11.13352709,      -8.252646444,      -8.198855473,      -8.195277325,      -5.652759634
          0,           0,        1132,      -11.14794406,      -8.261887991,      -8.208220554,      -8.203389479,      -5.667461483
          0,           0,        1133,      -11.16326527,      -8.273272184,      -8.218403798,      -8.212365251,      -5.683148411
          0,           0,        1134,      -11.17920631,      -8.286745117,      -8.229292397,      -8.222135165,      -5.699534155
          0,           0,        1135,       -11.1954435,       -8.30221378,      -8.240747783,      -8.232603543,      -5.716287609
          0,           0,        1136,      -11.21160068,       -8.31953951,      -8.252604366,      -8.243650296,      -5.733015391
          0,           0,        1137,      -11.22722148,      -8.338514453,       -8.26467379,      -8.255134829,      -5.749237629
          0,           0,        1138,      -11.24186367,      -8.358836795,      -8.276747658,      -8.266888937,      -5.764482481
          0,           0,        1139,        -11.255085,      -8.380091999,      -8.288603291,      -8.278725047,      -5.778262978
          0,           0,        1140,      -11.26650107,      -8.401716009,       -8.30000786,      -8.290434565,       -5.79015179
          0,           0,        1141,      -11.27579602,      -8.422989351,      -8.310724374,      -8.301788642,      -5.799791785
          0,           0,        1142,      -11.28280284,      -8.443058022,       -8.32053281,      -8.312546945,      -5.806984598
          0,           0,        1143,      -11.28750591,      -8.460980481,      -8.329246208,      -8.322485598,      -5.811694519
          0,           0,        1144,      -11.28999595,      -8.475833229,      -8.336730892,       -8.33140329,       -5.81401692
          0,           0,        1145,      -11.29053441,      -8.486864327,      -8.342922425,      -8.339153763,      -5.814233628
          0,           0,        1146,      -11.28954147,      -8.493641538,      -8.347842589,      -8.345664457,      -5.812794025
          0,           0,        1147,      -11.28751129,      -8.496159704,      -8.351597004,      -8.350944963,      -5.810229694
          0,           0,        1148,      -11.28491414,      -8.494835113,      -8.354351058,      -8.355086214,      -5.807051232
          0,           0,        1149,      -11.28227722,      -8.490414258,      -8.356346092,      -8.358252751,      -5.803819333
          0,           0,        1150,      -11.27998841,      -8.483815641,       -8.35783595,      -8.360658612,      -5.800951649
          0,           0,        1151,       -11.2784668,      -8.475987364,      -8.359099731,      -8.362549798,      -5.798883428
          0,           0,        1152,      -11.27793529,      -8.467787354,      -8.360388701,      -8.364170233,      -5.797853758
          0,           0,        1153,      -11.27862634,      -8.459945177,      -8.361944826,      -8.365762404,      -5.798104686
          0,           0,        1154,      -11.28070302,       -8.45303188,       -8.36397212,      -8.367550212,      -5.799804513
          0,           0,        1155,      -11.28427519,      -8.447474791,      -8.366644374,      -8.369729528,      -5.803068737
          0,           0,        1156,      -11.28940958,      -8.443578452,      -8.370095858,      -8.372469718,      -5.807966151
          0,           0,        1157,      -11.29610879,       -8.44155294,      -8.374422647,      -8.375905448,      -5.814499346
          0,           0,        1158,      -11.30432075,      -8.441537303,      -8.379692758,      -8.380139025,      -5.822625006
          0,           0,        1159,       -11.3140499,      -8.443623677,      -8.385948728,      -8.385249567,      -5.832343415
          0,           0,        1160,      -11.32522794,      -8.447868477,      -8.393202133,      -8.391284684,      -5.843586715
          0,           0,        1161,      -11.33771055,      -8.454294659,      -8.401434247,       -8.39826096,      -5.856221281
          0,           0,        1162,      -11.35135963,        -8.4629025,      -8.410599777,      -8.406170627,      -5.870108891
          0,           0,        1163,      -11.36592239,      -8.473661084,      -8.420619944,      -8.414974639,       -5.88499501
          0,           0,        1164,      -11.38113927,      -8.486514538,      -8.431393973,      -8.424611706,      -5.900620215
          0,           0,        1165,      -11.39669342,        -8.5013707,      -8.442791603,      -8.434994742,      -5.916658005
          0,           0,        1166,      -11.41218698,      -8.518091467,      -8.454655172,      -8.446013023,      -5.932710127
          0,           0,        1167,      -11.42721707,      -8.536482402,       -8.46680587,      -8.457529998,       -5.94833927
          0,           0,        1168,      -11.44134976,      -8.556265002,      -8.479037349,      -8.469382797,      -5.963089627
          0,           0,        1169,      -11.45418067,       -8.57705333,      -8.491124855,      -8.481385107,      -5.976522909
          0,           0,        1170,      -11.46528813,      -8.598337396,       -8.50283034,      -8.493321513,      -5.988176741
          0,           0,        1171,      -11.47441523,      -8.619460989,      -8.513912138,       -8.50495676,      -5.997738526
          0,           0,        1172,      -11.48145274,      -8.639636106,      -8.524146112,      -8.516061421,       -6.00506747
          0,           0,        1173,      -11.48627749,      -8.657977876,      -8.533327816,      -8.526393257,      -6.010029041
          0,           0,        1174,      -11.48901353,      -8.673591117,      -8.541310302,      -8.535742351,      -6.012730347
          0,           0,        1175,      -11.48984883,      -8.685701138,      -8.548004126,      -8.543949422,      -6.013374446
          0,           0,        1176,      -11.48919339,      -8.693804191,      -8.553417189,      -8.550927974,      -6.012404521
          0,           0,        1177,      -11.48745965,      -8.697777219,      -8.557624286,      -8.556657186,      -6.010254367
          0,           0,        1178,      -11.48523786,      -8.697911601,      -8.560796249,      -8.561227147,       -6.00755466
          0,           0,        1179,      -11.48289235,      -8.694841521,      -8.563140469,      -8.564771163,      -6.004694653
          0,           0,        1180,      -11.48088598,      -8.689410527,       -8.56491738,      -8.567500214,       -6.00217774
          0,           0,        1181,      -11.47958591,      -8.682534212,      -8.566400623,      -8.569654628,      -6.000385775
          0,           0,        1182,      -11.47930601,      -8.675086478,      -8.567854779,      -8.571485142,      -5.999653985
          0,           0,        1183,      -11.48025112,      -8.667826004,      -8.569526339,      -8.573237654,      -6.000192358
          0,           0,        1184,      -11.48259828,      -8.661361292,      -8.571636044,       -8.57514399,      -6.002184914
          0,           0,        1185,      -11.48640994,      -8.656134086,      -8.574347776,      -8.577394684,      -6.005713422
          0,           0,        1186,      -11.49179033,       -8.65244439,      -8.577799077,      -8.580163051,      -6.010876445
          0,           0,        1187,      -11.49878782,      -8.650511925,      -8.582093198,      -8.583588913,      -6.017724781
          0,           0,        1188,      -11.50728465,      -8.650494448,      -8.587295067,      -8.587774882,      -6.026150923
          0,           0,        1189,      -11.51733131,      -8.652509334,      -8.593465735,      -8.592813578,      -6.036206554
          0,           0,        1190,      -11.52880996,      -8.656635806,      -8.600612764,      -8.598752239,      -6.047776655
          0,           0,        1191,      -11.54159387,      -8.662911813,       -8.60872415,      -8.605611921,      -6.060731189
          0,           0,        1192,       -11.5556142,      -8.671359289,      -8.617765441,      -8.613392494,      -6.075007924
          0,           0,        1193,      -11.57061803,      -8.681962783,       -8.62765735,      -8.622054334,      -6.090344986
          0,           0,        1194,       -11.5863665,      -8.694676487,      -8.638299969,      -8.631540663,      -6.106512486
          0,           0,        1195,      -11.60254382,      -8.709424765,      -8.649564066,      -8.641765835,      -6.123181172
          0,           0,        1196,      -11.61877911,      -8.726090562,      -8.661291266,      -8.652615982,      -6.139968448
          0,           0,        1197,      -11.63465491,      -8.744492586,       -8.67330449,       -8.66395525,      -6.156436587
          0,           0,        1198,      -11.64970772,      -8.764366731,      -8.685404799,      -8.675631902,      -6.172100358
          0,           0,        1199,      -11.66351379,      -8.785341184,      -8.697369285,      -8.687461009,      -6.186485482
          0,           0,        1200,      -11.67562674,      -8.806905418,      -8.708967676,      -8.699244362,      -6.199104804
          0,           0,        1201,       -11.6857436,      -8.828408297,      -8.719966185,      -8.710758368,      -6.209618853
          0,           0,        1202,      -11.69362492,       -8.84903196,      -8.730138376,      -8.721767474,      -6.217755255
          0,           0,        1203,      -11.69915299,      -8.867857311,      -8.739273227,      -8.732034444,      -6.223355202
          0,           0,        1204,       -11.7023603,       -8.88393622,      -8.747216543,      -8.741344804,      -6.226457915
          0,           0,        1205,      -11.70357671,       -8.89644042,      -8.753887946,      -8.749540554,       -6.22741423
          0,           0,        1206,      -11.70308342,      -8.904807165,      -8.759269827,      -8.756507282,      -6.226516801
          0,           0,        1207,      -11.70137899,       -8.90885934,      -8.763436729,      -8.762240329,      -6.224300681
          0,           0,        1208,      -11.69898995,      -8.908876075,      -8.766542911,      -8.766789673,      -6.221344137
          0,           0,        1209,      -11.69642399,      -8.905497027,      -8.768798154,      -8.770302619,      -6.218183749
          0,           0,        1210,      -11.69393358,      -8.899584843,      -8.770438565,      -8.772958006,      -6.215110251
          0,           0,        1211,      -11.69207439,      -8.892095744,      -8.771756179,      -8.775009967,      -6.212691601
          0,           0,        1212,      -11.69116909,      -8.883937238,      -8.773007012,      -8.776706541,      -6.211270476
          0,           0,        1213,      -11.69141503,      -8.875891815,      -8.774445521,      -8.778284728,      -6.211055769
          0,           0,        1214,      -11.69294055,      -8.868574689,      -8.776275878,      -8.779973267,      -6.212186961
          0,           0,        1215,      -11.69590628,      -8.862473537,      -8.778689759,      -8.781985592,      -6.214816388
          0,           0,        1216,      -11.70048282,      -8.857933544,      -8.781844761,      -8.784506043,      -6.219132595
          0,           0,        1217,      -11.70663247,      -8.855202849,      -8.785841971,      -8.787675588,      -6.225083374
          0,           0,        1218,      -11.71426643,      -8.854436396,      -8.790757483,      -8.791599815,      -6.232603324
          0,           0,        1219,      -11.72343161,      -8.855740105,      -8.796649339,      -8.796380137,      -6.241728467
          0,           0,        1220,      -11.73407584,      -8.859182802,      -8.803537127,      -8.802072518,      -6.252414068
          0,           0,        1221,      -11.74608206,      -8.864804464,      -8.811410608,      -8.808704881,      -6.264541896
          0,           0,        1222,      -11.75932623,      -8.872614156,      -8.820240854,      -8.816271815,      -6.277985185
          0,           0,        1223,      -11.77355434,      -8.882584882,       -8.82995692,      -8.824749845,      -6.292502787
          0,           0,        1224,      -11.78853952,      -8.894678507,      -8.840462738,      -8.834087799,      -6.307863492
          0,           0,        1225,      -11.80402796,      -8.908808939,      -8.851647939,      -8.844207691,       -6.32380951
          0,           0,        1226,      -11.81955975,      -8.924868191,      -8.863356738,      -8.855003497,      -6.339870866
          0,           0,        1227,      -11.83482203,      -8.942671479,      -8.875422875,      -8.866354922,      -6.355724051
          0,           0,        1228,      -11.84937207,      -8.961981807,       -8.88764884,      -8.878099995,      -6.370888001
          0,           0,        1229,      -11.86272854,      -8.982455577,      -8.899814547,      -8.890067434,      -6.384860095
          0,           0,        1230,      -11.87453836,      -9.003630271,      -8.911689642,      -8.902054509,      -6.397237592
          0,           0,        1231,      -11.88441392,      -9.024898266,      -8.923025441,      -8.913826579,      -6.407591003
          0,           0,        1232,      -11.89226022,      -9.045527911,      -8.933595435,      -8.925152372,      -6.415790363
          0,           0,        1233,      -11.89786407,      -9.064647046,      -8.943178836,      -8.935789128,      -6.421580495
          0,           0,        1234,      -11.90125314,      -9.081357762,      -8.951604654,      -8.945516422,      -6.425005302
          0,           0,        1235,      -11.90270623,      -9.094820016,      -8.958768854,      -8.954151484,      -6.426318647
          0,           0,        1236,      -11.90269726,      -9.104430026,      -8.964664019,      -8.961591696,      -6.426033441
          0,           0,        1237,      -11.90128801,      -9.109899057,       -8.96929212,      -8.967778754,      -6.424244964
          0,           0,        1238,      -11.89919503,      -9.111375128,      -8.972821762,      -8.972757205,      -6.421687087
          0,           0,        1239,      -11.89667676,      -9.109385892,      -8.975423864,      -8.976641171,      -6.418660754
          0,           0,        1240,      -11.89452748,      -9.104708029,      -8.977380307,      -8.979642506,      -6.415996585
          0,           0,        1241,       -11.8928796,      -9.098246942,      -8.978932791,      -8.981975874,      -6.413847409
          0,           0,        1242,      -11.89223709,      -9.090904017,      -8.980370229,      -8.983901467,      -6.412730881
          0,           0,        1243,      -11.89278629,      -9.083497819,      -8.981947775,      -8.985656904,      -6.412858606
          0,           0,        1244,      -11.89464443,      -9.076675645,      -8.983870898,      -8.987487072,      -6.414346706
          0,           0,        1245,      -11.89799138,      -9.070953829,      -8.986350854,      -8.989598451,      -6.417371257
          0,           0,        1246,      -11.90282519,      -9.066673307,      -8.989518252,      -8.992158809,      -6.421972682
          0,           0,        1247,      -11.90928077,      -9.064064987,      -8.993499072,      -8.995336772,      -6.428251698
          0,           0,        1248,      -11.91720717,      -9.063334741,      -8.998358641,      -8.999229866,      -6.436083233
          0,           0,        1249,      -11.92660554,       -9.06458443,      -9.004166461,      -9.003936824,      -6.445465849
          0,           0,        1250,      -11.93755137,      -9.067926696,      -9.010952821,      -9.009544467,      -6.456475741
          0,           0,        1251,      -11.94985361,      -9.073404892,      -9.018712808,      -9.016063948,      -6.468916655
          0,           0,        1252,      -11.96337581,      -9.081057586,       -9.02741775,      -9.023501883,      -6.482663482
          0,           0,        1253,      -11.97806401,      -9.090870833,       -9.03700825,      -9.031850609,      -6.497650933
          0,           0,        1254,      -11.99357806,      -9.102812133,      -9.047386941,       -9.04104249,      -6.513548457
          0,           0,        1255,       -12.0096149,      -9.116827078,      -9.058440112,      -9.051005359,      -6.530057952
