"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         226,      -7.079183476,      -4.679374179,        -5.9285702,      -4.596760006,      -9.530087914
          0,           0,         227,      -7.083736085,      -4.681323441,      -5.933854806,      -4.599291098,      -9.529190723
          0,           0,         228,      -7.087464645,      -4.683264679,      -5.938894593,      -4.601713396,      -9.528304138
          0,           0,         229,       -7.09305832,      -4.685199134,      -5.943219163,      -4.604381007,      -9.527441035
          0,           0,         230,      -7.094469917,      -4.687119535,      -5.947933556,      -4.606412751,      -9.526598736
          0,           0,         231,      -7.101735686,      -4.689029262,      -5.952093348,      -4.609225328,      -9.525760024
          0,           0,         232,      -7.101915997,      -4.690932573,      -5.955978635,      -4.611138016,      -9.524765042
          0,           0,         233,      -7.104429709,      -4.692829064,      -5.959884417,      -4.613246022,      -9.523753006
          0,           0,         234,       -7.10961749,      -4.694719779,      -5.964220275,      -4.615720946,      -9.522757358
          0,           0,         235,      -7.109305449,      -4.696608174,       -5.96817913,       -4.61757585,      -9.521779835
          0,           0,         236,      -7.110111112,      -4.698497869,      -5.971982897,      -4.619619864,        -9.5208309
          0,           0,         237,      -7.110380895,      -4.700378926,      -5.975842334,       -4.62152964,      -9.519908156
          0,           0,         238,      -7.112194635,      -4.702254385,       -5.97990687,      -4.623597196,      -9.519013119
          0,           0,         239,      -7.113894219,      -4.704125696,      -5.984094842,      -4.625615203,      -9.518144818
          0,           0,         240,      -7.116811371,      -4.705991527,      -5.988349868,      -4.627720646,      -9.517296088
          0,           0,         241,      -7.119758344,      -4.707854487,      -5.992821114,      -4.629937863,      -9.516476569
          0,           0,         242,      -7.123860371,      -4.709712336,      -5.997881328,      -4.632391285,      -9.515684507
          0,           0,         243,      -7.123747549,      -4.711565915,      -6.002552645,      -4.634333737,      -9.514871354
          0,           0,         244,        -7.1271364,       -4.71341258,      -6.006918412,      -4.636705171,      -9.514072665
          0,           0,         245,      -7.129158805,       -4.71525407,      -6.011054279,      -4.638904772,      -9.513300481
          0,           0,         246,      -7.131843178,      -4.717090045,      -6.015612835,      -4.641172509,      -9.512554215
          0,           0,         247,      -7.136078887,      -4.718919823,      -6.019936325,      -4.643616511,      -9.511788608
          0,           0,         248,      -7.139889424,       -4.72074182,      -6.024030278,      -4.645979667,      -9.511024759
          0,           0,         249,      -7.145750501,      -4.722557969,      -6.028393504,      -4.648656792,      -9.510289292
          0,           0,         250,      -7.143379569,      -4.724370717,      -6.032060158,      -4.650387131,      -9.509590638
          0,           0,         251,      -7.142986589,      -4.726178785,      -6.035689781,      -4.652289012,      -9.508896377
          0,           0,         252,      -7.145605079,      -4.727976751,      -6.039391861,      -4.654470308,      -9.508111755
          0,           0,         253,      -7.148553861,      -4.729769299,      -6.043056474,      -4.656694675,      -9.507336547
          0,           0,         254,      -7.150216397,      -4.731556689,      -6.047025728,      -4.658829772,      -9.506454294
          0,           0,         255,      -7.147894519,      -4.733339344,      -6.051225131,      -4.660558536,      -9.505589969
          0,           0,         256,      -7.149336629,      -4.735118435,      -6.055829037,      -4.662692079,      -9.504745161
          0,           0,         257,      -7.151089904,      -4.736893906,      -6.060115524,      -4.664780078,      -9.503909406
          0,           0,         258,      -7.154851514,      -4.738661756,      -6.064138795,      -4.667064994,      -9.503105215
          0,           0,         259,      -7.159362746,       -4.74042286,      -6.068216037,      -4.669422565,      -9.502305209
          0,           0,         260,      -7.163188057,      -4.742179764,      -6.071916655,      -4.671755994,      -9.501531108
          0,           0,         261,      -7.164758627,      -4.743931098,      -6.076009136,      -4.673745157,      -9.500761453
          0,           0,         262,       -7.16945631,      -4.745676063,      -6.080273788,      -4.676022614,      -9.500006835
          0,           0,         263,      -7.173979461,      -4.747417335,      -6.084385967,       -4.67829627,       -9.49926468
          0,           0,         264,      -7.177298781,      -4.749154823,      -6.088219176,      -4.680440641,      -9.498543546
          0,           0,         265,      -7.178514677,      -4.750887339,      -6.091774504,      -4.682325058,      -9.497833028
          0,           0,         266,      -7.180765785,      -4.752615386,      -6.095692693,      -4.684309163,       -9.49714454
          0,           0,         267,      -7.184439543,      -4.754340624,      -6.099377526,      -4.686440203,      -9.496472352
          0,           0,         268,      -7.187000998,      -4.756059942,      -6.102928342,      -4.688393464,      -9.495818768
          0,           0,         269,      -7.189516534,      -4.757770327,      -6.106511062,      -4.690353273,      -9.495177022
          0,           0,         270,      -7.190982847,      -4.759472778,      -6.110052553,      -4.692236682,      -9.494556035
          0,           0,         271,      -7.192768362,       -4.76117491,      -6.113464161,      -4.694193083,      -9.493886897
          0,           0,         272,      -7.195447976,       -4.76287181,      -6.116870884,      -4.696163566,      -9.493212102
          0,           0,         273,      -7.198508249,       -4.76456376,      -6.120188455,      -4.698187928,      -9.492567151
          0,           0,         274,      -7.198419298,       -4.76625424,      -6.122796801,      -4.699905323,      -9.491939394
          0,           0,         275,      -7.198815462,       -4.76793884,      -6.126657755,      -4.701625726,      -9.491340609
          0,           0,         276,      -7.201694463,      -4.769616833,       -6.13032325,      -4.703613831,      -9.490746738
          0,           0,         277,      -7.204595254,      -4.771290213,      -6.133758581,      -4.705608579,      -9.490170403
