"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         258,       -5.59365613,      -3.711542521,      -3.972854667,      -3.384754982,      -7.218116843
          0,           0,         259,      -5.589720525,      -3.709536097,      -3.970478892,      -3.380955635,      -7.208052347
          0,           0,         260,      -5.586171577,      -3.707625864,      -3.968150032,      -3.377495152,      -7.196471378
          0,           0,         261,      -5.582579572,      -3.705810788,      -3.965864807,      -3.374121493,      -7.190027881
          0,           0,         262,      -5.578952177,      -3.704097625,      -3.963633884,       -3.37089479,      -7.180744773
          0,           0,         263,      -5.575987591,      -3.702511005,      -3.961444556,      -3.368132288,      -7.171822057
          0,           0,         264,      -5.572368515,      -3.701049986,      -3.959302842,      -3.365178544,      -7.163031418
          0,           0,         265,      -5.568683545,      -3.699731838,      -3.957209546,      -3.362346943,      -7.152366156
          0,           0,         266,      -5.565114547,      -3.698577018,      -3.955174896,      -3.359761526,      -7.142595039
          0,           0,         267,      -5.561707919,      -3.697584313,      -3.953213422,      -3.357423556,      -7.134068854
          0,           0,         268,        -5.5584172,      -3.696768679,      -3.951335315,      -3.355304792,      -7.130676304
          0,           0,         269,      -5.555669785,      -3.696152815,      -3.949548893,      -3.353620681,      -7.124841305
          0,           0,         270,      -5.552821036,       -3.69572742,      -3.947877604,      -3.352032912,      -7.119304788
          0,           0,         271,      -5.550291062,      -3.695496169,      -3.946325379,      -3.350755053,      -7.112942014
          0,           0,         272,      -5.548047459,      -3.695451495,      -3.944896606,      -3.349722055,      -7.106422153
          0,           0,         273,      -5.546130681,      -3.695593108,      -3.943595688,      -3.348980766,      -7.101390097
