"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         213,      -5.620198414,      -5.812813905,       -5.70166612,      -4.889854713,      -6.609327437
          0,           0,         214,      -5.633531719,      -5.775343079,       -5.72337847,       -4.90278309,      -6.605659773
          0,           0,         215,      -5.621898974,      -5.800051309,      -5.607538902,       -4.89172601,      -6.602212017
          0,           0,         216,      -5.601435025,       -5.78569103,      -5.717092946,      -4.873829523,       -6.59798572
          0,           0,         217,      -5.599906173,      -5.797773777,      -5.720111039,      -4.871019985,       -6.59356555
          0,           0,         218,        -5.5958862,        -5.7985705,      -5.685193161,      -4.868280547,       -6.58957524
          0,           0,         219,      -5.599587372,      -5.797093548,      -5.672391109,      -4.870626285,      -6.586004668
          0,           0,         220,       -5.62064358,      -5.800229594,      -5.714191215,      -4.891478316,      -6.581766544
          0,           0,         221,      -5.628160947,      -5.815918918,      -5.758415196,      -4.898711004,      -6.577456225
          0,           0,         222,      -5.613841449,       -5.81690223,      -5.705820154,      -4.885785836,      -6.573128315
          0,           0,         223,      -5.590684178,      -5.803802546,      -5.692601338,      -4.862689295,      -6.568571006
          0,           0,         224,      -5.589172238,      -5.801705793,      -5.698399208,      -4.862032304,      -6.563530351
          0,           0,         225,      -5.611216006,      -5.536342508,       -5.69622153,      -4.867585243,      -6.558293793
          0,           0,         226,       -5.62669786,      -5.705847837,      -5.696475186,      -4.891704062,      -6.553194639
          0,           0,         227,      -5.606001744,      -5.775964854,      -5.708323641,      -4.876167206,      -6.548382366
          0,           0,         228,      -5.577231932,      -5.723509919,      -5.605925823,      -4.849992255,      -6.544045828
          0,           0,         229,      -5.592039868,       -5.76758376,      -5.702373587,      -4.862334427,       -6.54031109
          0,           0,         230,      -5.630561803,      -5.826687403,      -5.712547694,       -4.90094668,      -6.536991898
          0,           0,         231,       -5.63954628,      -5.842325994,      -5.718047562,       -4.90913806,      -6.533739503
          0,           0,         232,      -5.615229617,      -5.817851899,      -5.704028045,      -4.887124265,      -6.530522291
          0,           0,         233,       -5.58893999,      -5.813976665,      -5.715712315,      -4.861297558,      -6.527105421
          0,           0,         234,      -5.595099512,      -5.824860831,       -5.71370315,      -4.867561873,      -6.523901649
          0,           0,         235,      -5.609386808,      -5.836252198,      -5.703410882,      -4.880315171,      -6.521118001
          0,           0,         236,      -5.626838566,      -5.842551384,      -5.708012797,      -4.897906447,      -6.518478047
